"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","Sign.Type","Fresh","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","Day","TTD","YMax","BStrm","BFresh","BSwamp","BImp","BSalt","BForest"
"462","Pawtuxet",210,"2022-07-13","Jess Burr",2022-07-13 12:50:00,2022-07-13 12:59:00,NA,NA,NA,"N","walking",0,0,0,0,0,1,30.8,0,0,193,NA,9,1,0,0,2.21412307892649,0,19.8214248212447
"463","Pawtuxet",210,"2022-07-13","John Crockett",2022-07-13 12:54:00,2022-07-13 13:23:00,NA,NA,NA,"N","walking",0,0,0,0,0,1,30.8,0,0,193,NA,29,1,0,0,2.21412307892649,0,19.8214248212447
"464","Pawtuxet",212,"2022-02-22","Justin Moore",2022-02-22 10:30:00,2022-02-22 11:13:00,"Beaver","chewed stick","N","N","Foot",0,0.13953488372093,0,0,0,0.86046511627907,6.5,56,9.8,52,7,43,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"465","Pawtuxet",212,"2022-02-22","Justin Moore",2022-02-22 10:30:00,2022-02-22 11:13:00,"Beaver","dam","N","N","Foot",0,0.13953488372093,0,0,0,0.86046511627907,6.5,56,9.8,52,16,43,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"467","Pawtuxet",212,"2022-02-22","John Crockett",2022-02-22 10:33:00,2022-02-22 11:53:00,"Beaver","chewed stick","Y","N","Foot",0.05,0.7,0,0,0,0.25,6.5,56,9.8,52,6,80,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"471","Pawtuxet",212,"2022-02-22","John Crockett",2022-02-22 10:33:00,2022-02-22 11:53:00,"Other","chewed veg","Y","N","Foot",0.05,0.7,0,0,0,0.25,6.5,56,9.8,52,53,80,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"473","Pawtuxet",212,"2022-02-22","John Crockett",2022-02-22 10:33:00,2022-02-22 11:53:00,"Beaver","Lodge","Y","N","Foot",0.05,0.7,0,0,0,0.25,6.5,56,9.8,52,64,80,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"474","Pawtuxet",212,"2022-02-22","John Crockett",2022-02-22 10:33:00,2022-02-22 11:53:00,"Beaver","castor mound","Y","N","Foot",0.05,0.7,0,0,0,0.25,6.5,56,9.8,52,67,80,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"475","Pawtuxet",212,"2022-06-27","Jess Burr",2022-06-27 10:45:00,2022-06-27 11:30:00,"Other","small animal guts","Y","N","walking",0.0444444444444444,0.888888888888889,0,0,0,0.0666666666666667,21,89,14.7,177,7,45,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"476","Pawtuxet",212,"2022-06-27","Jess Burr",2022-06-27 10:45:00,2022-06-27 11:30:00,"Beaver","Lodge","Y","N","walking",0.0444444444444444,0.888888888888889,0,0,0,0.0666666666666667,21,89,14.7,177,16,45,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"477","Pawtuxet",212,"2022-06-27","Jess Burr",2022-06-27 10:45:00,2022-06-27 11:30:00,"Beaver","chewed stick","Y","N","walking",0.0444444444444444,0.888888888888889,0,0,0,0.0666666666666667,21,89,14.7,177,20,45,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"479","Pawtuxet",212,"2022-06-27","Jess Burr",2022-06-27 10:45:00,2022-06-27 11:30:00,"Otter","Latrine","N","N","walking",0.0444444444444444,0.888888888888889,0,0,0,0.0666666666666667,21,89,14.7,177,29,45,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"480","Pawtuxet",212,"2022-06-27","Jess Burr",2022-06-27 10:45:00,2022-06-27 11:30:00,"Other","scat","Y","N","walking",0.0444444444444444,0.888888888888889,0,0,0,0.0666666666666667,21,89,14.7,177,37,45,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"481","Pawtuxet",212,"2022-06-27","John Crockett",2022-06-27 10:46:00,2022-06-27 11:30:00,"Beaver","chewed stick","N","N","walking",0,0.977272727272727,0,0,0,0.0227272727272727,21,89,14.7,177,16,44,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"482","Pawtuxet",212,"2022-06-27","John Crockett",2022-06-27 10:46:00,2022-06-27 11:30:00,"Otter","Latrine","Y","N","walking",0,0.977272727272727,0,0,0,0.0227272727272727,21,89,14.7,177,29,44,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737
"485","Pawtuxet",215,"2022-02-22","Justin Moore",2022-02-22 12:47:00,2022-02-22 13:30:00,"Beaver","chewed stick","N","N","Foot",0.0465116279069767,0,0,0,0,0.953488372093023,10.9,100,9.8,52,2,43,NA,56.2323476617765,0,0,0,0.733334436433461
"486","Pawtuxet",215,"2022-02-22","Justin Moore",2022-02-22 12:47:00,2022-02-22 13:30:00,"Beaver","chewed tree","Y","N","Foot",0.0465116279069767,0,0,0,0,0.953488372093023,10.9,100,9.8,52,6,43,NA,56.2323476617765,0,0,0,0.733334436433461
"487","Pawtuxet",215,"2022-02-22","Justin Moore",2022-02-22 12:47:00,2022-02-22 13:30:00,"Beaver","Lodge","Y","N","Foot",0.0465116279069767,0,0,0,0,0.953488372093023,10.9,100,9.8,52,10,43,NA,56.2323476617765,0,0,0,0.733334436433461
"488","Pawtuxet",215,"2022-02-22","Justin Moore",2022-02-22 12:47:00,2022-02-22 13:30:00,"Otter","Latrine","Y","N","Foot",0.0465116279069767,0,0,0,0,0.953488372093023,10.9,100,9.8,52,19,43,NA,56.2323476617765,0,0,0,0.733334436433461
"490","Pawtuxet",215,"2022-02-22","John Crockett",2022-02-22 12:48:00,2022-02-22 13:30:00,"Beaver","chewed stick","N","N","Foot",0.119047619047619,0,0,0,0,0.880952380952381,10.9,100,9.8,52,2,42,NA,56.2323476617765,0,0,0,0.733334436433461
"491","Pawtuxet",215,"2022-02-22","John Crockett",2022-02-22 12:48:00,2022-02-22 13:30:00,"Otter","Latrine","Y","N","Foot",0.119047619047619,0,0,0,0,0.880952380952381,10.9,100,9.8,52,4,42,NA,56.2323476617765,0,0,0,0.733334436433461
"494","Pawtuxet",215,"2022-02-22","John Crockett",2022-02-22 12:48:00,2022-02-22 13:30:00,"Beaver","Lodge","Y","N","Foot",0.119047619047619,0,0,0,0,0.880952380952381,10.9,100,9.8,52,22,42,NA,56.2323476617765,0,0,0,0.733334436433461
"498","Pawtuxet",215,"2022-06-24","Jess Burr",2022-06-24 13:15:00,2022-06-24 14:05:00,"Beaver","chewed stick","N","N","walking",0.38,0,0,0,0,0.62,22.8,73,0.3,174,3,50,NA,56.2323476617765,0,0,0,0.733334436433461
"507","Pawtuxet",215,"2022-06-24","Jess Burr",2022-06-24 13:15:00,2022-06-24 14:05:00,"Beaver","Lodge","N","N","walking",0.38,0,0,0,0,0.62,22.8,73,0.3,174,29,50,NA,56.2323476617765,0,0,0,0.733334436433461
"508","Pawtuxet",215,"2022-06-24","Jess Burr",2022-06-24 13:15:00,2022-06-24 14:05:00,"Muskrat","scat","N","N","walking",0.38,0,0,0,0,0.62,22.8,73,0.3,174,36,50,NA,56.2323476617765,0,0,0,0.733334436433461
"512","Pawtuxet",215,"2022-06-24","John Crockett",2022-06-24 13:17:00,2022-06-24 14:04:00,"Muskrat","scat","N","N","walking",0.234042553191489,0,0,0,0,0.765957446808511,22.8,73,0.3,174,6,47,NA,56.2323476617765,0,0,0,0.733334436433461
"513","Pawtuxet",215,"2022-06-24","John Crockett",2022-06-24 13:17:00,2022-06-24 14:04:00,"Beaver","chewed stick","N","N","walking",0.234042553191489,0,0,0,0,0.765957446808511,22.8,73,0.3,174,14,47,NA,56.2323476617765,0,0,0,0.733334436433461
"514","Pawtuxet",215,"2022-06-24","John Crockett",2022-06-24 13:17:00,2022-06-24 14:04:00,"Beaver","chewed tree","N","N","walking",0.234042553191489,0,0,0,0,0.765957446808511,22.8,73,0.3,174,22,47,NA,56.2323476617765,0,0,0,0.733334436433461
"515","Pawtuxet",215,"2022-06-24","John Crockett",2022-06-24 13:17:00,2022-06-24 14:04:00,"Beaver","Lodge","N","N","walking",0.234042553191489,0,0,0,0,0.765957446808511,22.8,73,0.3,174,24,47,NA,56.2323476617765,0,0,0,0.733334436433461
"518","Pawtuxet",217,"2022-02-15","Justin Moore",2022-02-15 11:42:00,2022-02-15 11:58:00,"Beaver","chewed stick","N","N","Foot",0.125,0.125,0,0,0,0.75,-9.1,0,0,45,9,16,NA,10.3010418851834,3.54362368486618,0,0,0.726908514478822
"519","Pawtuxet",217,"2022-02-15","John Crockett",2022-02-15 11:41:00,2022-02-15 12:00:00,"Other","track","Y","Y","Foot",0.157894736842105,0.0526315789473684,0,0,0,0.789473684210526,-9.1,0,0,45,14,19,NA,10.3010418851834,3.54362368486618,0,0,0.726908514478822
"520","Pawtuxet",217,"2022-02-15","John Crockett",2022-02-15 11:41:00,2022-02-15 12:00:00,"Beaver","chewed stick","N","Y","Foot",0.157894736842105,0.0526315789473684,0,0,0,0.789473684210526,-9.1,0,0,45,16,19,NA,10.3010418851834,3.54362368486618,0,0,0.726908514478822
"521","Pawtuxet",217,"2022-06-27","Jess Burr",2022-06-27 10:12:00,2022-06-27 10:44:00,"Beaver","chewed stick","N","N","walking",0.15625,0.03125,0,0,0,0.8125,20.4,92,14.7,177,17,32,NA,10.3010418851834,3.54362368486618,0,0,0.726908514478822
"523","Pawtuxet",217,"2022-06-27","John Crockett",2022-06-27 10:14:00,2022-06-27 10:45:00,"Beaver","chewed stick","N","N","walking",0.0967741935483871,0.032258064516129,0,0,0,0.870967741935484,20.4,92,14.7,177,18,31,NA,10.3010418851834,3.54362368486618,0,0,0.726908514478822
"524","Pawtuxet",224,"2022-02-08","Justin Moore",2022-02-08 10:40:00,2022-02-08 11:21:00,"Beaver","chewed stick","N","Y","Foot",0.195121951219512,0,0,0,0,0.804878048780488,2.2,100,10.7,38,7,41,1,12.3214005417327,10.9374728377719,0,0,0
"525","Pawtuxet",224,"2022-02-08","Justin Moore",2022-02-08 10:40:00,2022-02-08 11:21:00,"Other","?","Y","Y","Foot",0.195121951219512,0,0,0,0,0.804878048780488,2.2,100,10.7,38,13,41,1,12.3214005417327,10.9374728377719,0,0,0
"527","Pawtuxet",224,"2022-02-08","John Crockett",2022-02-08 10:44:00,2022-02-08 11:21:00,"Beaver","chewed stick","Y","Y","Foot",0.5,0,0,0,0,0.5,2.2,100,10.7,38,3,37,1,12.3214005417327,10.9374728377719,0,0,0
"529","Pawtuxet",224,"2022-02-08","John Crockett",2022-02-08 10:44:00,2022-02-08 11:21:00,"Other","scat","Y","Y","Foot",0.5,0,0,0,0,0.5,2.2,100,10.7,38,16,37,1,12.3214005417327,10.9374728377719,0,0,0
"532","Pawtuxet",224,"2022-06-30","John Crockett",2022-06-30 15:24:00,2022-06-30 15:43:00,"Otter","Latrine","N","N","walking",0.526315789473684,0,0,0,0,0.473684210526316,28.1,32,0,180,5,19,1,12.3214005417327,10.9374728377719,0,0,0
"533","Pawtuxet",224,"2022-06-30","John Crockett",2022-06-30 15:24:00,2022-06-30 15:43:00,"Muskrat","scat","N","N","walking",0.526315789473684,0,0,0,0,0.473684210526316,28.1,32,0,180,9,19,1,12.3214005417327,10.9374728377719,0,0,0
"534","Pawtuxet",224,"2022-06-30","Jess Burr",2022-06-30 15:28:00,2022-06-30 15:42:00,"Muskrat","scat","N","N","walking",0.0714285714285714,0,0,0,0,0.928571428571429,28.1,32,0,180,-4,14,1,12.3214005417327,10.9374728377719,0,0,0
"535","Pawtuxet",224,"2022-06-30","Jess Burr",2022-06-30 15:28:00,2022-06-30 15:42:00,"Beaver","chewed stick","N","N","walking",0.0714285714285714,0,0,0,0,0.928571428571429,28.1,32,0,180,-3,14,1,12.3214005417327,10.9374728377719,0,0,0
"536","Pawtuxet",224,"2022-06-30","Jess Burr",2022-06-30 15:28:00,2022-06-30 15:42:00,"Otter","Latrine","N","N","walking",0.0714285714285714,0,0,0,0,0.928571428571429,28.1,32,0,180,2,14,1,12.3214005417327,10.9374728377719,0,0,0
"538","Pawtuxet",226,"2022-02-07","Justin Moore",2022-02-07 11:21:00,2022-02-07 11:30:00,NA,NA,NA,"Y","Foot",0.333333333333333,0,0,0,0,0.666666666666667,-0.7,100,7.1,37,NA,9,NA,9.28751500709544,0,21.7237732515045,0,0
"539","Pawtuxet",226,"2022-02-07","John Crockett",2022-02-07 11:21:00,2022-02-07 11:30:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-0.7,100,7.1,37,NA,9,NA,9.28751500709544,0,21.7237732515045,0,0
"540","Pawtuxet",226,"2022-07-13","Jess Burr",2022-07-13 14:07:00,2022-07-13 14:21:00,NA,NA,NA,"N","walking",0.428571428571429,0,0,0,0,0.571428571428571,32,1,0,193,NA,14,NA,9.28751500709544,0,21.7237732515045,0,0
"541","Pawtuxet",226,"2022-07-13","John Crockett",2022-07-13 14:08:00,2022-07-13 14:21:00,NA,NA,NA,"N","walking",0.384615384615385,0,0,0,0,0.615384615384615,32,1,0,193,NA,13,NA,9.28751500709544,0,21.7237732515045,0,0
"542","Pawtuxet",227,"2022-03-24","John Crockett",2022-03-24 13:18:00,2022-03-24 13:48:00,"Other","scat","N","N","Foot",0.1,0,0,0,0,0.9,5.2,100,9.3,82,4,30,1,3.59967705905152,0,0,0,3.45394687815088
"543","Pawtuxet",227,"2022-03-24","John Crockett",2022-03-24 13:18:00,2022-03-24 13:48:00,"Otter","Latrine","Y","N","Foot",0.1,0,0,0,0,0.9,5.2,100,9.3,82,20,30,1,3.59967705905152,0,0,0,3.45394687815088
"545","Pawtuxet",227,"2022-03-24","Justin Moore",2022-03-24 13:18:00,2022-03-24 13:52:00,"Otter","shells","Y","N","Foot",0.117647058823529,0,0.0294117647058824,0,0,0.852941176470588,5.2,100,9.3,82,NA,34,1,3.59967705905152,0,0,0,3.45394687815088
"546","Pawtuxet",227,"2022-03-24","Justin Moore",2022-03-24 13:18:00,2022-03-24 13:52:00,"Other","scat","Y","N","Foot",0.117647058823529,0,0.0294117647058824,0,0,0.852941176470588,5.2,100,9.3,82,21,34,1,3.59967705905152,0,0,0,3.45394687815088
"547","Pawtuxet",228,"2022-03-28","Justin Moore",2022-03-28 10:58:00,2022-03-28 11:07:00,"Muskrat","scat","N","N","Foot",1,0,0,0,0,0,-1.9,56,0,86,6,9,2,8.8198496767108,0,0,0,14.6612877973408
"548","Pawtuxet",228,"2022-03-28","John Crockett",2022-03-28 10:58:00,2022-03-28 11:07:00,"Beaver","chewed stick","N","N","Foot",0.888888888888889,0,0,0,0,0.111111111111111,-1.9,56,0,86,3,9,2,8.8198496767108,0,0,0,14.6612877973408
"549","Pawtuxet",228,"2022-03-28","John Crockett",2022-03-28 10:58:00,2022-03-28 11:07:00,"Other","scat","N","N","Foot",0.888888888888889,0,0,0,0,0.111111111111111,-1.9,56,0,86,5,9,2,8.8198496767108,0,0,0,14.6612877973408
"550","Pawtuxet",228,"2022-07-04","Jess Burr",2022-07-04 11:02:00,2022-07-04 11:10:00,"Beaver","chewed stick","N","N","walking",0.875,0,0,0,0,0.125,24.6,1,0,184,3,8,2,8.8198496767108,0,0,0,14.6612877973408
"551","Pawtuxet",228,"2022-07-04","John Crockett",2022-07-04 10:56:00,2022-07-04 11:09:00,"Beaver","chewed stick","N","N","walking",0.923076923076923,0,0,0,0,0.0769230769230769,24.6,1,0,184,8,13,2,8.8198496767108,0,0,0,14.6612877973408
"552","Pawtuxet",229,"2022-02-08","Justin Moore",2022-02-08 11:50:00,2022-02-08 12:41:00,"Beaver","chewed stick","N","Y","Foot",0.352941176470588,0,0,0,0,0.647058823529412,2.8,100,10.7,38,5,51,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"553","Pawtuxet",229,"2022-02-08","Justin Moore",2022-02-08 11:50:00,2022-02-08 12:41:00,"Beaver","push up","Y","Y","Foot",0.352941176470588,0,0,0,0,0.647058823529412,2.8,100,10.7,38,7,51,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"554","Pawtuxet",229,"2022-02-08","Justin Moore",2022-02-08 11:50:00,2022-02-08 12:41:00,"Beaver","dam","Y","Y","Foot",0.352941176470588,0,0,0,0,0.647058823529412,2.8,100,10.7,38,13,51,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"555","Pawtuxet",229,"2022-02-08","Justin Moore",2022-02-08 11:50:00,2022-02-08 12:41:00,"Beaver","Lodge","N","Y","Foot",0.352941176470588,0,0,0,0,0.647058823529412,2.8,100,10.7,38,15,51,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"556","Pawtuxet",229,"2022-02-08","Justin Moore",2022-02-08 11:50:00,2022-02-08 12:41:00,"Otter","track","Y","Y","Foot",0.352941176470588,0,0,0,0,0.647058823529412,2.8,100,10.7,38,NA,51,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"557","Pawtuxet",229,"2022-02-08","Justin Moore",2022-02-08 11:50:00,2022-02-08 12:41:00,"Muskrat","track","Y","Y","Foot",0.352941176470588,0,0,0,0,0.647058823529412,2.8,100,10.7,38,48,51,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"558","Pawtuxet",229,"2022-02-08","John Crockett",2022-02-08 11:50:00,2022-02-08 12:39:00,"Other","track","Y","Y","Foot",0.102040816326531,0,0,0,0,0.897959183673469,2.8,100,10.7,38,2,49,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"559","Pawtuxet",229,"2022-02-08","John Crockett",2022-02-08 11:50:00,2022-02-08 12:39:00,"Otter","Latrine","Y","Y","Foot",0.102040816326531,0,0,0,0,0.897959183673469,2.8,100,10.7,38,5,49,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"560","Pawtuxet",229,"2022-02-08","John Crockett",2022-02-08 11:50:00,2022-02-08 12:39:00,"Beaver","chewed stick","N","Y","Foot",0.102040816326531,0,0,0,0,0.897959183673469,2.8,100,10.7,38,6,49,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"561","Pawtuxet",229,"2022-02-08","John Crockett",2022-02-08 11:50:00,2022-02-08 12:39:00,"Beaver","dam","Y","Y","Foot",0.102040816326531,0,0,0,0,0.897959183673469,2.8,100,10.7,38,12,49,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"563","Pawtuxet",229,"2022-02-08","John Crockett",2022-02-08 11:50:00,2022-02-08 12:39:00,"Other","den","Y","Y","Foot",0.102040816326531,0,0,0,0,0.897959183673469,2.8,100,10.7,38,17,49,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"567","Pawtuxet",229,"2022-02-08","John Crockett",2022-02-08 11:50:00,2022-02-08 12:39:00,"Beaver","Lodge","Y","Y","Foot",0.102040816326531,0,0,0,0,0.897959183673469,2.8,100,10.7,38,45,49,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"569","Pawtuxet",229,"2022-06-30","John Crockett",2022-06-30 11:12:00,2022-06-30 12:20:00,"Beaver","dam","N","N","walking",0.573529411764706,0,0,0,0,0.426470588235294,23.8,26,0,180,17,68,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"570","Pawtuxet",229,"2022-06-30","John Crockett",2022-06-30 11:12:00,2022-06-30 12:20:00,"Beaver","Lodge","N","N","walking",0.573529411764706,0,0,0,0,0.426470588235294,23.8,26,0,180,25,68,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"572","Pawtuxet",229,"2022-06-30","John Crockett",2022-06-30 11:12:00,2022-06-30 12:20:00,"Beaver","chewed stick","Y","N","walking",0.573529411764706,0,0,0,0,0.426470588235294,23.8,26,0,180,64,68,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"573","Pawtuxet",229,"2022-06-30","Jess Burr",2022-06-30 11:09:00,2022-06-30 12:20:00,"Muskrat","scat","N","N","walking",0.507042253521127,0,0,0,0,0.492957746478873,23.8,26,0,180,7,71,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"574","Pawtuxet",229,"2022-06-30","Jess Burr",2022-06-30 11:09:00,2022-06-30 12:20:00,"Beaver","chewed stick","N","N","walking",0.507042253521127,0,0,0,0,0.492957746478873,23.8,26,0,180,19,71,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"575","Pawtuxet",229,"2022-06-30","Jess Burr",2022-06-30 11:09:00,2022-06-30 12:20:00,"Beaver","dam","N","N","walking",0.507042253521127,0,0,0,0,0.492957746478873,23.8,26,0,180,26,71,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999
"579","Pawtuxet",231,"2022-02-08","Justin Moore",2022-02-08 10:24:00,2022-02-08 10:39:00,"Beaver","chewed stick","N","Y","Foot",0.666666666666667,0,0,0,0,0.333333333333333,1.9,100,10.7,38,4,15,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"580","Pawtuxet",231,"2022-02-08","Justin Moore",2022-02-08 10:24:00,2022-02-08 10:39:00,"Other","scat","Y","Y","Foot",0.666666666666667,0,0,0,0,0.333333333333333,1.9,100,10.7,38,10,15,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"581","Pawtuxet",231,"2022-02-08","Justin Moore",2022-02-08 10:24:00,2022-02-08 10:39:00,"Other","lodge","N","Y","Foot",0.666666666666667,0,0,0,0,0.333333333333333,1.9,100,10.7,38,13,15,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"582","Pawtuxet",231,"2022-02-08","John Crockett",2022-02-08 10:19:00,2022-02-08 10:44:00,"Beaver","chewed stick","N","Y","Foot",0.68,0,0,0,0,0.32,1.9,100,10.7,38,14,25,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"583","Pawtuxet",231,"2022-02-08","John Crockett",2022-02-08 10:19:00,2022-02-08 10:44:00,"Other","scat","N","Y","Foot",0.68,0,0,0,0,0.32,1.9,100,10.7,38,18,25,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"584","Pawtuxet",231,"2022-02-08","John Crockett",2022-02-08 10:19:00,2022-02-08 10:44:00,"Beaver","castor mound","Y","Y","Foot",0.68,0,0,0,0,0.32,1.9,100,10.7,38,22,25,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"585","Pawtuxet",231,"2022-06-30","John Crockett",2022-06-30 15:02:00,2022-06-30 15:18:00,"Muskrat","scat","N","N","walking",0.875,0,0,0,0,0.125,28.1,32,0,180,2,16,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"587","Pawtuxet",231,"2022-06-30","Jess Burr",2022-06-30 15:02:00,2022-06-30 15:18:00,"Muskrat","scat","N","N","walking",0.625,0,0,0,0,0.375,28.1,32,0,180,3,16,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"590","Pawtuxet",231,"2022-06-30","Jess Burr",2022-06-30 15:02:00,2022-06-30 15:18:00,"Beaver","chewed stick","N","N","walking",0.625,0,0,0,0,0.375,28.1,32,0,180,12,16,NA,4.29848533256442,6.10374246334584,0,0,8.2820559344575
"592","Pawtuxet",232,"2022-03-04","Justin Moore",2022-03-04 12:22:00,2022-03-04 12:48:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-3.2,0,0,62,NA,26,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956
"593","Pawtuxet",232,"2022-03-04","John Crockett",2022-03-04 12:28:00,2022-03-04 12:43:00,NA,NA,NA,"Y","Foot",0,0,0,0,0,1,-3.2,0,0,62,NA,15,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956
"594","Pawtuxet",232,"2022-08-16","John Crockett",2022-08-16 10:25:00,2022-08-16 10:37:00,NA,NA,NA,"N","Walking",NA,NA,NA,NA,NA,NA,20.9,31,0.1,227,NA,12,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956
"595","Pawtuxet",232,"2022-08-16","Jess Burr",2022-08-16 10:25:00,2022-08-16 10:39:00,"Beaver","chewed stick","N","N","walking",NA,NA,NA,NA,NA,NA,NA,NA,NA,227,13,14,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956
"596","Pawtuxet",233,"2022-03-04","Justin Moore",2022-03-04 12:58:00,2022-03-04 13:20:00,NA,NA,NA,"N","Foot",0.5,0,0,0,0,0.5,-1.6,0,0,62,NA,22,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832
"597","Pawtuxet",233,"2022-03-04","John Crockett",2022-03-04 12:57:00,2022-03-04 13:21:00,NA,NA,NA,"Y","Foot",0.791666666666667,0,0,0,0,0.208333333333333,-1.6,0,0,62,NA,24,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832
"598","Pawtuxet",233,"2022-08-16","John Crockett",2022-08-16 10:51:00,2022-08-16 11:08:00,NA,NA,NA,"N","Walking",NA,NA,NA,NA,NA,NA,22.9,28,0.1,227,NA,17,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832
"599","Pawtuxet",233,"2022-08-16","Jess Burr",2022-08-16 10:50:00,2022-08-16 11:02:00,NA,NA,NA,"N","walking",NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,12,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832
"600","Pawtuxet",237,"2022-02-10","Justin Moore",2022-02-10 13:25:00,2022-02-10 13:49:00,NA,NA,NA,"N","Foot",0,0,0,0,0.25,0.75,8.9,43,0,40,NA,24,2,0,0,8.23679505927344,0,10.7001214464958
"601","Pawtuxet",237,"2022-02-10","John Crockett",2022-02-10 13:24:00,2022-02-10 14:00:00,NA,NA,NA,"N","Foot",0,0,0,0,0.583333333333333,0.416666666666667,8.6,35,0,40,NA,36,2,0,0,8.23679505927344,0,10.7001214464958
"602","Pawtuxet",246,"2022-02-10","Justin Moore",2022-02-10 10:41:00,2022-02-10 11:03:00,NA,NA,NA,"N","Foot",0.0909090909090909,0,0.863636363636364,0,0,0.0454545454545455,5.5,36,0,40,NA,22,NA,6.56817188238964,0,0.852630294579883,0,0
"603","Pawtuxet",246,"2022-02-10","John Crockett",2022-02-10 10:44:00,2022-02-10 11:02:00,NA,NA,NA,"N","Foot",0.166666666666667,0,0.833333333333333,0,0,0,6.5,36,0,40,NA,18,NA,6.56817188238964,0,0.852630294579883,0,0
"604","Pawtuxet",246,"2022-07-14","Jess Burr",2022-07-14 11:44:00,2022-07-14 11:55:00,"Muskrat","scat","N","N","walking",0.636363636363636,0,0.363636363636364,0,0,0,27,42,5.6,194,5,11,NA,6.56817188238964,0,0.852630294579883,0,0
"605","Pawtuxet",246,"2022-07-14","John Crockett",2022-07-14 11:42:00,2022-07-14 11:50:00,"Other","scat","N","N","walking",0.5,0,0.5,0,0,0,27,42,5.6,194,3,8,NA,6.56817188238964,0,0.852630294579883,0,0
"606","Pawtuxet",246,"2022-07-14","John Crockett",2022-07-14 11:42:00,2022-07-14 11:50:00,"Muskrat","scat","Y","N","walking",0.5,0,0.5,0,0,0,27,42,5.6,194,5,8,NA,6.56817188238964,0,0.852630294579883,0,0
